job_id,job_url,resume_tried,date_listed,date_tried,assumed_reason,stack_trace,external_job_url,screenshot_name,portal_type,source_platform,confidence_score
4408769217,https://www.linkedin.com/jobs/view/4408769217,Pending,2026-05-06 00:46:37.620306,2026-05-13 00:46:50.038549,Required experience is high,"
About the job
About Us:
Deccan AI Experts is a pioneering company founded by IIT Bombay and IIM Ahmedabad alumni, with a strong founding team from IITs, NITs, and BITS. We specialize in delivering high-quality human-curated data, AI-first scaled operations services, and more. Based in SF and Hyderabad, we are a young, fast-moving team on a mission to build AI for Good, driving innovation and positive societal impact.
About the Job:
We are looking for a skilled Deep Research Annotator (Computer Science) to join our team and contribute to high-quality data annotation and research-driven AI development. If you’re passionate about analyzing complex information, improving AI outputs, and working on cutting-edge research tasks, this is the role for you.
Key Responsibilities:
Create deliverables addressing complex computer science and research-based annotation tasks.
Review peer-developed deliverables to enhance AI research and improve quality.
Analyze, label, and annotate data to support training and evaluation of AI systems.
Diagnose and solve real-world issues to advance machine learning systems.
Contribute expertise to cutting-edge AI research while working independently and remotely.
Manage your own schedule with flexible hours to meet project deadlines.
Required Qualifications:
2+ years of experience in Computer Science, data annotation, research, or related roles.
Strong understanding of algorithms, data structures, and core CS concepts.
Experience in data annotation, evaluation, or AI/ML workflows is a plus.
Proficiency in tools like Python, Jupyter Notebook, Git, or similar platforms.
Strong analytical thinking, attention to detail, and problem-solving skills.
Why Join Us?
Competitive pay (₹1200/hour).
Flexible hours.
Remote opportunity.

Experience required 2 > Current Experience 1. Skipping this job!
",Skipped,Not Available,Unknown,LinkedIn,Unknown
4399648690,https://www.linkedin.com/jobs/view/4399648690,Pending,2026-04-15 11:05:21.913251,2026-05-13 11:05:21.967257,Asking for Security clearance,"
About the job
Ship 10x faster. Build what matters. Let AI handle the rest.
We're looking for builders who've already discovered the secret: AI coding tools aren't the future—they're the present. If you've been using Claude Code, Cursor, GitHub Copilot, or similar tools to ship features at velocities your peers can't match, we want to talk.
About BuzzClan
BuzzClan is an AI-first global consulting firm, founded in 2013, with headquarters in Dallas (USA) and offices across the US, Canada, India (Mohali & Noida), and Kenya. We're a certified partner of Oracle, AWS, Microsoft Azure, Google Cloud, Saviynt, and CyberArk—recognized on Inc. 5000 as one of the fastest-growing companies in our space.
We're building a multi-faceted application platform where every sub-application is designed AI-first.
What You'll Do
Build production applications at high velocity using AI-assisted development
Design and ship AI-first features across our platform
Experiment with new tools, prompting techniques, and AI workflows
Shape our AI development practices and help teammates level up
Tech Stack : Claude Code, Cursor, and whatever makes you fastest
What We're Looking For
Demonstrable experience shipping applications using AI coding tools
Strong AI Coding fundaments
A portfolio, GitHub, or demos showcasing AI-augmented development
Show us the skills/webhooks you have created 
How do you manage your agent context
You'll Stand Out If You:
Have hackathon wins or side projects built with AI assistance
Can articulate your ""vibe coding"" workflow
Enjoy teaching others and sharing what you've learned
Location & Work Setup 
📍 Chandigarh TriCity Area — Fully onsite 
🕐 Work Hours: UK Shift
Interview Process
Quick intro call (remote)
2-hour build challenge (remote) — pick from 19 project options, use your own AI tools
Debrief conversation (remote)
Meet the team (onsite)
No whiteboard algorithms. No trick questions. Just real work with your real tools.
Apply with: A project you built using AI coding tools + your AI coding setup/workflow
#VibeCoding #AICoding #AIFirst #PythonDeveloper #Django #FastAPI #Hackathon #BuildFast

Found ""Clearance"" or ""Polygraph"". Skipping this job!
",Skipped,Not Available,Unknown,LinkedIn,Unknown
4409269248,https://www.linkedin.com/jobs/view/4409269248,Pending,2026-05-08 11:12:14.614924,2026-05-13 11:12:14.716647,Required experience is high,"
About the job
Job Title: AI/ML Developer
Location: Pune, Maharashtra
Job Type: Full-time, Permanent
Company: Blue Polaris Inc.
Work Type: Hybrid
About Blue Polaris
At Blue Polaris, we are redefining how businesses make decisions. As a global leader in decision automation, AI, and business architecture, we partner with Fortune 500 companies to design intelligent and transparent systems using Decision Model and Notation (DMN) and our proprietary Decisions First™ approach.
We don’t just solve problems — we model how organizations think, decide, and act. By combining AI, analytics, business architecture, and human expertise, we help enterprises improve outcomes at scale.
As we expand globally, we are building strong teams to shape the future of decision intelligence and AI-driven transformation.

Key Responsibilities
Design and develop AI/ML models using Python, with a focus on Large Language Models (LLMs) such as GPT, LLaMA, and others.
Integrate AI models into real-world applications using frameworks like LangChain, WatsonX, Watson Studio, Amazon SageMaker, Azure Machine Learning, and related tools.
Collaborate with cross-functional teams to ensure scalable, efficient, and production-ready AI/ML solutions.
Stay updated with the latest research in AI, LLM architectures, and emerging tools across open-source and enterprise ecosystems.
Understand and modify AI/ML model architectures from a mathematical and theoretical perspective.
Support fine-tuning of LLMs and vision models using modern optimization techniques.

Preferred Skills (Nice to Have)
Experience with fine-tuning techniques:
LoRA, QLoRA, PEFT
Quantization (4-bit / 8-bit models)
Familiarity with Hugging Face ecosystem:
Transformers
Datasets
PEFT
Understanding of training fundamentals:
Backpropagation and gradient descent
Optimization algorithms (AdamW, etc.)
Overfitting control and hyperparameter tuning
Experience in GPU and model optimization:
Training large models (7B+ parameters)
Multi-GPU or distributed training
Knowledge of evaluation metrics:
Perplexity, BLEU, ROUGE, and task-specific benchmarks
Strong mathematical foundation:
Linear Algebra, Calculus, Probability, and Statistics

Mandatory Skills & Qualifications
Strong proficiency in Python
2–3 years of hands-on experience in Machine Learning
Experience with LLMs and deep learning architectures
Experience with OpenAI APIs or open-source foundation models
Familiarity with tools like:
LangChain, WatsonX, Watson Studio
AWS SageMaker, Amazon Bedrock, Azure ML
Git, Docker
Proven ability to integrate AI/ML models into applications

Education
Bachelor’s or master’s degree in computer science, Engineering, Mathematics, Statistics, or related quantitative field
Strong preference for Mathematics or Statistics background

Experience Required
Total Experience: 2–3 years
Python Development: 2+ years
Machine Learning: 2+ years
LLM / NLP Systems: 1–2 years

Experience required 3 > Current Experience 1. Skipping this job!
",Skipped,Not Available,Unknown,LinkedIn,Unknown
4363072209,https://www.linkedin.com/jobs/view/4363072209,Pending,2026-02-12 11:12:39.861202,2026-05-13 11:12:39.930444,Found a Bad Word in About Job,"
About the job
This job is sourced from a job board. Learn More
Intern (GenAI - Python) - 3 Months Unpaid Internship

Job Title: GenAI Intern (Python) - 3 Months Internship (Unpaid)

Location: Ahmedabad (On-Site)

Duration: 3 Months

Stipend: Unpaid Internship

Company: Softcolon Technologies

About The Internship

Softcolon Technologies is seeking a dedicated GenAI Intern who is eager to delve into real-world AI applications. This internship provides hands-on experience in Generative AI development, focusing on RAG systems and AI Agents. It is an ideal opportunity for individuals looking to enhance their skills in Python-based AI development through practical project involvement.

Eligibility

Freshers or currently pursuing BE (IT/CE) or related field
Strong interest in Generative AI and real-world AI product development

Required Skills (Must Have)

Basic knowledge of Python
Basic understanding of Python frameworks like FastAPI and basic Django
Familiarity with APIs and JSON
Submission of resume, GitHub Profile/Project Portfolio, and any AI/Python project links

What You Will Learn (Internship Goals)

You will gain hands-on experience in:

Fundamentals of Generative AI (GenAI)
Building RAG (Retrieval-Augmented Generation) applications
Working with Vector Databases and embeddings
Creating AI Agents using Python
Integrating LLMs such as OpenAI (GPT models), Claude, Gemini
Prompt Engineering + AI workflow automation
Building production-ready APIs using FastAPI

Responsibilities

Assist in developing GenAI-based applications using Python
Support RAG pipeline implementation (embedding + search + response)
Work on API integrations with OpenAI/Claude/Gemini
Assist in building backend services using FastAPI
Maintain project documentation and GitHub updates
Collaborate with team members for tasks and daily progress updates

Selection Process

Resume + GitHub portfolio screening
Short technical discussion (Python + basics of APIs)
Final selection by the team

Why Join Us?

Practical experience in GenAI through real projects
Mentorship from experienced developers
Opportunity to work on portfolio-level projects
Certificate + recommendation (based on performance)
Potential for a paid role post-internship (based on performance)

How To Apply

Share your resume and GitHub portfolio link via:

Skills:- Generative AI, FastAPI, Django, Python and Artificial Intelligence (AI)

Contains bad word ""Unpaid"". Skipping this job!
",Skipped,Not Available,Unknown,LinkedIn,Unknown
4408869500,https://www.linkedin.com/jobs/view/4408869500,Pending,2026-05-07 11:13:21.145390,2026-05-13 11:13:21.282219,Required experience is high,"
About the job
JD AI Engineer

As an AI Engineer you will be responsible for creating machine learning models and retraining systems. You will work closely with AI Architects Cloud Engineers and a CRM Development Team, such as Salesforce. Your role will involve working with GenAI models like Gemini GPT4 and others as well as traditional machine learning models from the NLP/Deep Learning discipline A key part of your role will be evaluating models and maintaining ethical responsibilities.

The ideal candidate for this role is a tech savvy professional with an in depth understanding of machine learning models and technologies

Responsibilities

Collaborate with AI Architects Cloud Engineers and a CRM Development Team to design and implement machine learning models and systems

Work with GenAI models like Gemini GPT4 as well as traditional machine learning models from the NLP/Deep Learning discipline

Retrain existing models and systems to ensure their accuracy and efficiency

Evaluate machine learning models and ensure they adhere to ethical standards

Stay current with the latest trends and technologies in machine learning and artificial intelligence.

Provide technical support and guidance to the development team on machine learning-related issues.

Troubleshoot any issues related to the machine learning systems and conduct regular system tests to ensure their functionality and efficiency

Document all procedures and systems related to the machine learning infrastructure for future reference and audits.

Required Skills

4 year bachelors degree in Computer Science Information Technology Computer Engineering from a recognized university or equivalent experience

Proven experience as a Machine Learning Engineer or similar role in the industry

Proficiency in Python development

Experience working with AI technologies and cloud platforms Google Cloud Platform GCP

Excellent problem-solving and troubleshooting skills

Ability to work collaboratively with a diverse team of engineers architects and developers

Nice to Have

Machine Learning certifications.

Experience in a Healthcare Payer enterprise.

Proficient in CRM platforms, such as Salesforce.

Knowledge of data privacy regulations and practices.

Experience in training team members on machine learning technologies and applications.

Strong communication and project management skills.

Experience required 4 > Current Experience 1. Skipping this job!
",Skipped,Not Available,Unknown,LinkedIn,Unknown
4383739897,https://www.linkedin.com/jobs/view/4383739897,Pending,2026-04-29 11:13:53.163942,2026-05-13 11:13:53.220648,Required experience is high,"
About the job
Key Accountabilities

 JOB DESCRIPTION 

Build ML solutions for decision-making problems: planning, sequencing, routing,

allocation, and resource utilization.

Prototype fast using agentic coding tools (e.g., Claude Code-style workflows):

generate scaffolds, refactor, write tests, iterate on experiments—while maintaining

strong engineering discipline.

Develop and evaluate models in areas like:

○ Optimization & solvers: MILP/CP-SAT, heuristics/metaheuristics, constraint

programming, search methods

○ Deep RL / Decision Intelligence: RL baselines, offline RL, bandits,

MCTS-style planning, policy/value learning

○ Predictive ML: forecasting and estimation models that feed decision systems

Design robust evaluation harnesses: offline simulation, counterfactual testing,

ablations, and scenario analysis; define KPIs and acceptance thresholds.

Collaborate with ML engineers to support productionization: latency/throughput

constraints, monitoring, reproducibility, model versioning, and safe rollout.

Write clear technical documentation and communicate findings to both technical and

non-technical stakeholders.

What We’re Looking For (Required)

0–5 years experience in applied ML / data science / applied research (internships,

thesis work, and strong project portfolios count).

Demonstrated experience using agentic coding assistants in real development

(e.g., Claude Code, similar agentic coding environments) to accelerate

iteration—without sacrificing code quality.

Strong Python skills and comfort with ML tooling (PyTorch preferred; TensorFlow ok).
Solid foundations in algorithms, probability/statistics, and experimental design.
Ability to translate messy real-world problems into clear formulations and measurable

success metrics.

Strong Plus / Preferred

Prior work in Deep RL (a strong differentiator), such as:

○ PPO/SAC/DQN style methods, offline RL, imitation learning, MCTS/planning

hybrids

○ Building environments/simulators, reward design, stability/debugging,

evaluation

Experience with simulation-based evaluation or digital twins (even lightweight

simulators).

Familiarity with MLOps basics: MLflow, Docker, CI/CD, model monitoring.
Domain exposure to logistics/supply chain/industrial operations (nice-to-have, not

required).

Tools & Tech (Indicative)

Python, PyTorch, OR-Tools / solver stacks, RL libraries (Ray RLlib / Stable Baselines), SQL,

Docker, Git, MLflow; cloud platforms a plus.

Experience required 5 > Current Experience 1. Skipping this job!
",Skipped,Not Available,Unknown,LinkedIn,Unknown
4330688526,https://www.linkedin.com/jobs/view/4330688526,Pending,2026-01-13 11:13:59.641908,2026-05-13 11:13:59.761730,Required experience is high,"
About the job
Location: Onsite // Kerala
Experience: AI/ML // Min. 1 Year

About Us
Helixo is a bootstrapped, profitable company on a mission to create next-gen Shopify apps for next-gen ecommerce brands.

We’re building the Apple of Shopify - an ecosystem of 15 AI-first apps so seamless and loved, they become the operating system for ecommerce.

Brands like Decathlon, Nykaa, and Bellavita have already generated over $120 million in extra revenue through our products. But that’s not enough.

Our eyes are on the $1 billion impact mark in next 3 years (₹1,00,00,00,000 - yes, those zeros are real!).
And we’re rebuilding our flagship app to get there.

Mission: MUGA - Make UFE Great Again
We’re on a mission to reclaim the UFE.ai app’s #1 spot on the Shopify App Store.
To make that happen, we’re looking for an AIML Engineer who: Thinks like an owner,
Builds production-ready GenAI systems, Takes end-to-end ownership of AI features and pipelines, and Executes fast like a startup engineer.

If you enjoy building impactful AI-driven products and pushing engineering boundaries, this is your place.

We only live once - so why waste it doing ordinary work?Join the $1B impact rocketship. 🚀

What We Need in Our AIML Engineer
We’re looking for an AIML Engineer who combines deep technical knowledge with practical creativity - someone who doesn’t just train models but turns them into real products that solve real user problems.

You’ll work closely with our Product, Engineering, and Design teams to integrate AI into our core app ecosystem and enhance user experience across products.

This is not a “prompt engineering” job - it’s an AI ownership role where you’ll design, deploy, and scale intelligent systems that power the future of eCommerce.

Responsibilities
Design, develop, and deploy AI-driven features within Helixo’s app ecosystem using MERN stack and Gen AI technologies.
Integrate LLMs (OpenAI, Anthropic, Grok, etc.) into products — for personalization, automation, and recommendation systems.
Design and build LLM-powered workflows and agentic automations across Helixo’s app ecosystem.
Develop production-ready AI systems with proper validation, guardrails, safety layers, and reliable execution.
Integrate AI features across Python microservices and the Node/MERN stack.
Connect AI logic with APIs, backend systems, analytics, and React/Preact UI components.
Build and ship AI-driven product features such as onboarding assistants, recommendations, and automation flows.
Optimize LLM-based systems for cost, latency, accuracy, and predictable behavior.
Develop scalable APIs and microservices to support AI functionality.
Work closely with product Leads to convert merchant problems into intelligent AI solutions.
Rapidly prototype, test, and ship new AI ideas and experiments.
Stay up to date with AI/LLM advancements and apply them to improve Helixo’s products.

Required Skills and Qualifications
1–4 years of hands-on experience building AI/ML or LLM-driven applications in real products.
Experience in MERN and Gen AI.
Strong ability to design LLM-powered workflows/agents with function calling, tool use, guardrails, validation, fallback logic, and reliable execution.
Solid understanding of agentic reasoning — multi-step automation, memory, context handling, caching, and state management.
Experience integrating AI into backend systems (NodeJS, APIs, MongoDB) and mapping AI intent to actual CRUD operations and business logic.
Ability to build AI-powered UI/UX components like onboarding assistants, AI sidebars, and streaming chat interfaces.
High ownership and curiosity - ships independently, experiments often, stays updated with new LLM capabilities, and brings ideas into production.

Bonus Skills
Experience with Shopify or eCommerce personalization systems
Worked with OpenAI, Claude, Gemini, Groq in production
Experience building evaluation pipelines for AI
Knowledge of analytics, conversions, and revenue optimization logic

What we offer?
The opportunity to play a pivotal role in a fast-growing startup.
The chance to work with a dedicated and passionate team.
A platform to innovate, learn, and contribute at every step.

Why Helixo?
Work with a team that values collaboration, learning, and innovation.
Opportunities for professional growth and career advancement.
Competitive remuneration and benefits package.
Contribute to building tools that empower thousands of e-commerce merchants.

🚫 What We’re Not Looking For
Someone who only experiments but doesn’t ship.
“Prompt-only” AI enthusiasts without depth in development or deployment.
People who wait for perfect directions - we value initiative over instruction.
Those without curiosity - if you’re not reading AI research papers or technical write-ups, testing APIs, or building side projects, this might not be your vibe

A Personal Note:
Your personal mission?
You should be able to build your own kickass startup after Helixo.
This isn’t a safe role. It’s a front-row seat to chaos, ownership, and clarity.
If that excites you more than it scares you - let’s talk.

How to apply?
Send your resume telling us:
Why you’re interested in this role, What caught your eyes
One product you’ve shipped that you’re proud of
How would you build a team you can go to war with, one that fits in your hand and never drops the ball?

Email: join@helixo.co
Subject: Al Engineer for the $1B Mission //Name//Place

Footnote: Feeling stuck in your present job's monotony? Seeking a role filled with thrills and challenges? Join us at Helixo, We are rapidly growing, and we need team members like you!

Experience required 4 > Current Experience 1. Skipping this job!
",Skipped,Not Available,Unknown,LinkedIn,Unknown
4406974549,https://www.linkedin.com/jobs/view/4406974549,Pending,2026-05-06 11:14:06.147417,2026-05-13 11:14:06.209509,Required experience is high,"
About the job
About the Role
We are building structured, high-quality voice datasets for frontier AI companies working on speech-to-text, speech-to-speech, and multimodal AI systems.
We are looking for a Machine Learning Researcher with a focus on voice and speech AI — someone who can rigorously evaluate datasets across evolving speech models, identify performance gaps across Indic and global languages, and publish those findings as structured research for the broader AI community.

This role sits at the intersection of benchmarking, linguistic diversity, and data strategy. If you are deeply curious about how models fail — especially across underrepresented languages and accents — this is built for you.

What You'll Own
Cross-Model Benchmarking & Evaluation
Benchmark voice datasets across ASR and speech models (Whisper, Deepgram, Google STT, Azure Speech, and emerging open-source models)
Measure performance using WER, CER, MOS, robustness, latency, and error pattern analysis
Design structured experiments to understand how dataset characteristics impact model accuracy
Compare performance across multilingual, dialect-heavy, emotional, and noisy speech data

Model Gap Analysis — Indic & Global Languages
Systematically identify where speech models underperform across: Indic languages and dialects (Hindi, Tamil, Telugu, Bengali, Kannada, etc.), code-switching and transliteration, emotional and conversational speech, low-resource language scenarios, and background noise / real-world audio conditions
Quantify model weaknesses through structured, reproducible analysis
Map performance gaps to specific dataset requirements — you will help define what data models actually need next

Dataset Quality & Supplier Scoring
Build a standardized dataset quality scoring rubric with measurable criteria: audio clarity, speaker diversity, annotation accuracy, emotion depth, and accent/dialect coverage
Tag and rank data suppliers based on objective quality signals

Research Publishing & Community Presence
Publish benchmarking findings as blog posts and LinkedIn articles accessible to both technical and non-technical audiences
Contribute to internal evaluation reports tracking performance shifts as new models are released
Stay current on evolving speech model architectures and share outside-in insights with AI research teams and clients

What We're Looking For
1–3 years of experience in speech AI, audio ML, NLP, or applied AI research
Hands-on experience with ASR/TTS systems and understanding of model behaviour
Exposure to running experiments, evaluating models, and designing evaluation frameworks
Strong Python skills and comfort with ML experimentation workflows
Genuine interest in linguistic diversity — particularly Indic languages — and how models perform across them
Strong written communication skills with the ability to turn research into clear, publishable content

Technical Skills
Python (mandatory)
PyTorch or TensorFlow
Whisper, SpeechBrain, Kaldi, or similar toolkits
Familiarity with WER, CER, MOS, SNR metrics
Experience with multilingual or low-resource datasets (preferred)

Ideal Mindset
Curious about model failure modes, not just model capabilities
Analytical and detail-oriented, with a bias for reproducibility
Comfortable reading research papers and independently testing new APIs
Excited to share work publicly — blogs, LinkedIn, open datasets

Experience required 3 > Current Experience 1. Skipping this job!
",Skipped,Not Available,Unknown,LinkedIn,Unknown
4386864671,https://www.linkedin.com/jobs/view/4386864671,Pending,2026-04-13 11:14:12.610726,2026-05-13 11:14:12.656511,Required experience is high,"
About the job
We're hiring a Python developer who has actually shipped and scaled a product - not just deployed a demo on Replit or stitched together no-code tools.
You'll own back-end development across our stack (Python + PostgreSQL, hosted on AWS) and work closely with the rest of the engineering team to build, maintain, and scale our products.

What you'll do
Write production-grade, scalable Python code
Design and maintain back-end services and APIs
Work with PostgreSQL - schema design, query optimization, migrations
Deploy and manage infrastructure on AWS (EC2, RDS, S3, Lambda, etc.)
Integrate with third-party services and APIs
Debug production issues and fix root causes, not symptoms
Collaborate with front-end developers to integrate UI elements
Assess feature requests, push back when needed, and ship what matters

What we're looking for
2+ years of hands-on Python development (not tutorials - real products)
Strong experience with at least one Python framework - FastAPI or Flask preferred
Solid PostgreSQL skills - you've dealt with indexing, slow queries, and data modeling in production
Real AWS experience - you've deployed, monitored, and maintained services on AWS (not just clicked ""deploy"" on Vercel, Supabase, Lovable, or any no-code/low-code platform)
Understanding of ORMs (SQLAlchemy, etc.) and when to bypass them
Familiarity with front-end basics (JavaScript, HTML) - enough to collaborate, not to own it
Experience building something that handled real users and real traffic
Bachelor's degree in CS, engineering, or equivalent practical experience

Who fits
You've built and scaled at least one product end-to-end
You debug with logs and traces
You're curious, opinionated about code quality, and low-ego enough to take feedback
You solve problems instead of complaining about them
You can work onsite from our Dwarka, Delhi office

Who doesn't fit
You've only shipped projects on no-code/low-code platforms
You can't explain your own architecture decisions
You need hand-holding for basic deployment and debugging
You treat feedback as criticism

Experience required 2 > Current Experience 1. Skipping this job!
",Skipped,Not Available,Unknown,LinkedIn,Unknown
4401864425,https://www.linkedin.com/jobs/view/4401864425,Pending,2026-04-22 11:14:19.138553,2026-05-13 11:14:19.206697,Required experience is high,"
About the job
Job Summary
We are seeking a highly motivated and skilled Research Engineer with 2+ years of experience in AI/ML to join our dynamic R&D team. The ideal candidate is passionate about applied machine learning, has strong algorithmic thinking, and possesses excellent communication skills. The role offers an exciting opportunity to work on cutting-edge research and contribute to real-world applications.

Key Responsibilities
Design, develop, and optimize algorithms in AI/ML for real-world applications.
Conduct research and experiments to solve open-ended engineering problems.
Collaborate with cross-functional teams to define problem statements and develop technical solutions.
Prototype, validate, and scale AI/ML models using Python and related frameworks.
Contribute to technical documentation, research papers, and presentations.
Stay up-to-date with the latest developments in machine learning and related fields.
Develop and enhance rendering techniques to produce photorealistic images and animations, utilizing advanced shading, lighting, and texturing methods

Required Qualifications
2+ years of hands-on experience in AI/ML, data science, or related areas. Deep learning, machine learning, recurrent learning, 3D CNNs, foundation models (good to have)
Hands on conventional and AI-based Image processing. 
Proficiency in Python and ML frameworks (e.g., TensorFlow, PyTorch, scikit-learn).
Optimization and pruning of AI algorithms
Knowledge of Git

Educational Requirements
Completed or currently in the final stages of a Ph.D. program in one of the following disciplines:
Medical Electronics
Biomedical Engineering
Computational data science
Computer Science
Artificial Intelligence / Machine Learning
Electronics or Electrical Engineering
Information Science
Related engineering fields

Preferred Qualifications
Experience with research publication, internships, or projects in AI/ML.
Exposure to domain-specific AI applications (e.g., healthcare, signal/image processing, embedded AI).
Familiarity with scientific computing tools and environments.

Experience required 2 > Current Experience 1. Skipping this job!
",Skipped,Not Available,Unknown,LinkedIn,Unknown
